Bin , nEvents , Efficiencies
152.41,247,0.00494
165.05,309,0.00618
178.75,357,0.00714
193.57,385,0.0077
209.63,449,0.00898
227.02,486,0.00972
245.86,574,0.01148
266.25,701,0.01402
288.34,715,0.0143
312.26,846,0.01692
338.16,813,0.01626
366.21,968,0.01936
396.59,1090,0.0218
429.49,1135,0.0227
465.12,1218,0.02436
503.71,1307,0.02614
545.49,1395,0.0279
590.74,1473,0.02946
639.75,1513,0.03026
692.82,1609,0.03218
750.29,1603,0.03206
812.54,1678,0.03356
879.94,1640,0.0328
952.94,1577,0.03154
1032,1571,0.03142
1117.6,1465,0.0293
1210.3,1341,0.02682
1310.7,1272,0.02544
1419.4,1205,0.0241
1537.2,1076,0.02152
1664.7,935,0.0187
1802.8,750,0.015
1952.4,570,0.0114
2114.3,464,0.00928
2289.7,381,0.00762
2479.7,250,0.005
