Bin , nEvents , Efficiencies
152.41,0,0
165.05,0,0
178.75,0,0
193.57,0,0
209.63,0,0
227.02,0,0
245.86,1,4e-05
266.25,0,0
288.34,0,0
312.26,0,0
338.16,0,0
366.21,0,0
396.59,1,4e-05
429.49,0,0
465.12,0,0
503.71,1,4e-05
545.49,1,4e-05
590.74,2,8e-05
639.75,0,0
692.82,4,0.00016
750.29,12,0.00048
812.54,6,0.00024
879.94,7,0.00028
952.94,6,0.00024
1032,15,0.0006
1117.6,12,0.00048
1210.3,18,0.00072
1310.7,31,0.00124
1419.4,32,0.00128
1537.2,43,0.00172
1664.7,53,0.00212
1802.8,49,0.00196
1952.4,77,0.00308
2114.3,93,0.00372
2289.7,122,0.00488
2479.7,147,0.00588
