bin_HH,nEvents,Efficiencies
50,5,0.0001
70,1,2e-05
80,3,6e-05
90,18,0.00036
100,21,0.00042
120,35,0.0007
140,39,0.00078
160,31,0.00062
180,31,0.00062
200,31,0.00062
220,34,0.00068
240,35,0.0007
260,33,0.00066
280,43,0.00086
300,38,0.00076
320,31,0.00062
340,27,0.00054
360,57,0.00114
400,157,0.00314
500,127,0.00254
600,92,0.00184
700,76,0.00152
800,223,0.00446
