Bin , nEvents , Efficiencies
152.41,409,0.00818
165.05,529,0.01058
178.75,601,0.01202
193.57,736,0.01472
209.63,784,0.01568
227.02,862,0.01724
245.86,954,0.01908
266.25,1065,0.0213
288.34,1084,0.02168
312.26,1276,0.02552
338.16,1329,0.02658
366.21,1459,0.02918
396.59,1534,0.03068
429.49,1524,0.03048
465.12,1574,0.03148
503.71,1647,0.03294
545.49,1634,0.03268
590.74,1621,0.03242
639.75,1563,0.03126
692.82,1490,0.0298
750.29,1414,0.02828
812.54,1272,0.02544
879.94,1175,0.0235
952.94,1064,0.02128
1032,919,0.01838
1117.6,734,0.01468
1210.3,664,0.01328
1310.7,540,0.0108
1419.4,474,0.00948
1537.2,317,0.00634
1664.7,255,0.0051
1802.8,177,0.00354
1952.4,138,0.00276
2114.3,75,0.0015
2289.7,46,0.00092
2479.7,37,0.00074
