bin_HH,nEvents,Efficiencies
50,4,8e-05
70,4,8e-05
80,12,0.00024
90,15,0.0003
100,40,0.0008
120,48,0.00096
140,44,0.00088
160,39,0.00078
180,39,0.00078
200,47,0.00094
220,44,0.00088
240,48,0.00096
260,45,0.0009
280,34,0.00068
300,40,0.0008
320,35,0.0007
340,39,0.00078
360,75,0.0015
400,162,0.00324
500,98,0.00196
600,101,0.00202
700,55,0.0011
800,129,0.00258
