Bin , nEvents , Efficiencies
152.41,1973,0.03946
165.05,1890,0.0378
178.75,1814,0.03628
193.57,1668,0.03336
209.63,1574,0.03148
227.02,1466,0.02932
245.86,1272,0.02544
266.25,1091,0.02182
288.34,1028,0.02056
312.26,928,0.01856
338.16,748,0.01496
366.21,722,0.01444
396.59,565,0.0113
429.49,503,0.01006
465.12,452,0.00904
503.71,386,0.00772
545.49,286,0.00572
590.74,277,0.00554
639.75,186,0.00372
692.82,167,0.00334
750.29,138,0.00276
812.54,117,0.00234
879.94,72,0.00144
952.94,69,0.00138
1032,54,0.00108
1117.6,39,0.00078
1210.3,32,0.00064
1310.7,17,0.00034
1419.4,12,0.00024
1537.2,12,0.00024
1664.7,7,0.00014
1802.8,5,0.0001
1952.4,3,6e-05
2114.3,1,2e-05
2289.7,2,4e-05
2479.7,1,2e-05
