Bin , nEvents , Efficiencies
150,2,4e-05
160,1,2e-05
170,3,6e-05
180,1,2e-05
190,2,4e-05
200,8,0.00016
220,9,0.00018
240,16,0.00032
260,16,0.00032
280,11,0.00022
300,24,0.00048
320,20,0.0004
340,30,0.0006
360,40,0.0008
380,40,0.0008
400,52,0.00104
420,52,0.00104
440,63,0.00126
460,56,0.00112
480,61,0.00122
500,84,0.00168
520,82,0.00164
540,70,0.0014
560,84,0.00168
580,78,0.00156
600,130,0.0026
630,162,0.00324
660,161,0.00322
690,154,0.00308
720,151,0.00302
750,176,0.00352
780,181,0.00362
810,190,0.0038
840,202,0.00404
870,162,0.00324
900,327,0.00654
950,379,0.00758
1000,365,0.0073
1050,350,0.007
1100,390,0.0078
1150,400,0.008
1200,410,0.0082
1250,488,0.00976
1310,456,0.00912
1370,509,0.01018
1430,507,0.01014
1490,532,0.01064
1550,525,0.0105
1610,617,0.01234
1680,586,0.01172
1750,557,0.01114
1820,615,0.0123
1890,664,0.01328
1970,664,0.01328
2050,679,0.01358
