Bin , nEvents , Efficiencies
150,7,0.00014
160,7,0.00014
170,12,0.00024
180,22,0.00044
190,16,0.00032
200,55,0.0011
220,67,0.00134
240,86,0.00172
260,97,0.00194
280,109,0.00218
300,104,0.00208
320,133,0.00266
340,136,0.00272
360,145,0.0029
380,125,0.0025
400,135,0.0027
420,143,0.00286
440,155,0.0031
460,169,0.00338
480,194,0.00388
500,184,0.00368
520,228,0.00456
540,184,0.00368
560,195,0.0039
580,191,0.00382
600,323,0.00646
630,322,0.00644
660,320,0.0064
690,356,0.00712
720,334,0.00668
750,367,0.00734
780,353,0.00706
810,371,0.00742
840,370,0.0074
870,353,0.00706
900,616,0.01232
950,606,0.01212
1000,594,0.01188
1050,631,0.01262
1100,667,0.01334
1150,599,0.01198
1200,586,0.01172
1250,697,0.01394
1310,721,0.01442
1370,707,0.01414
1430,660,0.0132
1490,677,0.01354
1550,584,0.01168
1610,647,0.01294
1680,671,0.01342
1750,581,0.01162
1820,590,0.0118
1890,585,0.0117
1970,589,0.01178
2050,529,0.01058
