Bin , nEvents , Efficiencies
150,0,0
160,0,0
170,0,0
180,0,0
190,0,0
200,0,0
220,0,0
240,0,0
260,0,0
280,0,0
300,0,0
320,0,0
340,0,0
360,1,4e-05
380,0,0
400,1,4e-05
420,0,0
440,0,0
460,1,4e-05
480,0,0
500,0,0
520,1,4e-05
540,0,0
560,1,4e-05
580,0,0
600,2,8e-05
630,1,4e-05
660,0,0
690,0,0
720,3,0.00012
750,1,4e-05
780,4,0.00016
810,0,0
840,3,0.00012
870,4,0.00016
900,9,0.00036
950,8,0.00032
1000,21,0.00084
1050,22,0.00088
1100,26,0.00104
1150,21,0.00084
1200,25,0.001
1250,40,0.0016
1310,46,0.00184
1370,40,0.0016
1430,35,0.0014
1490,26,0.00104
1550,42,0.00168
1610,42,0.00168
1680,50,0.002
1750,69,0.00276
1820,63,0.00252
1890,73,0.00292
1970,85,0.0034
2050,95,0.0038
