Bin , nEvents , Efficiencies
150,0,0
160,0,0
170,0,0
180,0,0
190,0,0
200,0,0
220,0,0
240,0,0
260,0,0
280,0,0
300,0,0
320,0,0
340,2,8e-05
360,1,4e-05
380,0,0
400,0,0
420,0,0
440,1,4e-05
460,0,0
480,0,0
500,2,8e-05
520,1,4e-05
540,0,0
560,3,0.00012
580,2,8e-05
600,0,0
630,2,8e-05
660,4,0.00016
690,2,8e-05
720,6,0.00024
750,7,0.00028
780,13,0.00052
810,9,0.00036
840,16,0.00064
870,14,0.00056
900,26,0.00104
950,24,0.00096
1000,32,0.00128
1050,32,0.00128
1100,38,0.00152
1150,44,0.00176
1200,41,0.00164
1250,52,0.00208
1310,52,0.00208
1370,60,0.0024
1430,66,0.00264
1490,58,0.00232
1550,52,0.00208
1610,81,0.00324
1680,88,0.00352
1750,103,0.00412
1820,86,0.00344
1890,120,0.0048
1970,133,0.00532
2050,132,0.00528
