Bin , nEvents , Efficiencies
150,0,0
160,0,0
170,1,2e-05
180,1,2e-05
190,2,4e-05
200,1,2e-05
220,0,0
240,4,8e-05
260,2,4e-05
280,5,0.0001
300,4,8e-05
320,3,6e-05
340,3,6e-05
360,12,0.00024
380,9,0.00018
400,14,0.00028
420,15,0.0003
440,22,0.00044
460,11,0.00022
480,23,0.00046
500,18,0.00036
520,25,0.0005
540,17,0.00034
560,32,0.00064
580,30,0.0006
600,62,0.00124
630,51,0.00102
660,60,0.0012
690,71,0.00142
720,85,0.0017
750,75,0.0015
780,84,0.00168
810,92,0.00184
840,94,0.00188
870,77,0.00154
900,156,0.00312
950,183,0.00366
1000,208,0.00416
1050,205,0.0041
1100,210,0.0042
1150,200,0.004
1200,235,0.0047
1250,260,0.0052
1310,289,0.00578
1370,294,0.00588
1430,304,0.00608
1490,333,0.00666
1550,329,0.00658
1610,394,0.00788
1680,411,0.00822
1750,386,0.00772
1820,412,0.00824
1890,500,0.01
1970,487,0.00974
2050,538,0.01076
