Bin , nEvents , Efficiencies
50,4,8e-05
100,0,0
150,0,0
200,2,4e-05
250,2,4e-05
300,4,8e-05
350,1,2e-05
400,3,6e-05
500,1,2e-05
600,19,0.00038
