Bin , nEvents , Efficiencies
152.41,2,8e-05
165.05,4,0.00016
178.75,3,0.00012
193.57,5,0.0002
209.63,9,0.00036
227.02,13,0.00052
245.86,18,0.00072
266.25,18,0.00072
288.34,18,0.00072
312.26,32,0.00128
338.16,44,0.00176
366.21,55,0.0022
396.59,66,0.00264
429.49,71,0.00284
465.12,96,0.00384
503.71,114,0.00456
545.49,162,0.00648
590.74,159,0.00636
639.75,233,0.00932
692.82,249,0.00996
750.29,231,0.00924
812.54,295,0.0118
879.94,348,0.01392
952.94,408,0.01632
1032,444,0.01776
1117.6,493,0.01972
1210.3,527,0.02108
1310.7,568,0.02272
1419.4,611,0.02444
1537.2,627,0.02508
1664.7,615,0.0246
1802.8,680,0.0272
1952.4,623,0.02492
2114.3,626,0.02504
2289.7,555,0.0222
2479.7,520,0.0208
