"X10RR[1,3]","X10RR[3,3]",Delta_chisquare
-0.6999999999999975,-0.5999999999999974,5.951723325479215
-0.6999999999999975,-0.49999999999999734,5.193806799514128
-0.6999999999999975,-0.39999999999999725,4.604907541121726
-0.6999999999999975,-0.29999999999999716,4.166271082361412
-0.6999999999999975,-0.19999999999999707,3.863347733326357
-0.6999999999999975,-0.09999999999999698,3.6857501669168258
-0.6999999999999975,3.1086244689504383e-15,3.6272439456185097
-0.6999999999999975,0.1000000000000032,3.68575016691684
-0.6999999999999975,0.2000000000000033,3.8633477333263713
-0.6999999999999975,0.3000000000000034,4.16627108236144
-0.6999999999999975,0.40000000000000346,4.604907541121754
-0.6999999999999975,0.5000000000000036,5.193806799514171
-0.6999999999999975,0.6000000000000036,5.951723325479271
-0.5999999999999974,-0.8999999999999977,5.387164105089958
-0.5999999999999974,-0.7999999999999976,4.366488299725027
-0.5999999999999974,-0.6999999999999975,3.5255713049713293
-0.5999999999999974,-0.5999999999999974,2.8414057678899454
-0.5999999999999974,-0.49999999999999734,2.294589501537196
-0.5999999999999974,-0.39999999999999725,1.8689760100374784
-0.5999999999999974,-0.29999999999999716,1.5514704018515673
-0.5999999999999974,-0.19999999999999707,1.3319248798292236
-0.5999999999999974,-0.09999999999999698,1.203096325982564
-0.5999999999999974,3.1086244689504383e-15,1.1606368282644226
-0.5999999999999974,0.1000000000000032,1.2030963259825782
-0.5999999999999974,0.2000000000000033,1.3319248798292236
-0.5999999999999974,0.3000000000000034,1.5514704018515815
-0.5999999999999974,0.40000000000000346,1.8689760100375068
-0.5999999999999974,0.5000000000000036,2.2945895015372244
-0.5999999999999974,0.6000000000000036,2.841405767889988
-0.5999999999999974,0.7000000000000037,3.525571304971372
-0.5999999999999974,0.8000000000000038,4.366488299725084
-0.5999999999999974,0.9000000000000039,5.387164105090029
-0.49999999999999734,-1.0999999999999979,5.045995924500893
-0.49999999999999734,-0.9999999999999978,4.011243023401015
-0.49999999999999734,-0.8999999999999977,3.1502204180229043
-0.49999999999999734,-0.7999999999999976,2.438056710828853
-0.49999999999999734,-0.6999999999999975,1.8540819615087472
-0.49999999999999734,-0.5999999999999974,1.3810166840397144
-0.49999999999999734,-0.49999999999999734,1.0044228428052193
-0.49999999999999734,-0.39999999999999725,0.7123543776680705
-0.49999999999999734,-0.29999999999999716,0.49515311723865096
-0.49999999999999734,-0.19999999999999707,0.34534426892751213
-0.49999999999999734,-0.09999999999999698,0.2575940037188005
-0.49999999999999734,3.1086244689504383e-15,0.22869998294849125
-0.49999999999999734,0.1000000000000032,0.2575940037188005
-0.49999999999999734,0.2000000000000033,0.34534426892752634
-0.49999999999999734,0.3000000000000034,0.4951531172386652
-0.49999999999999734,0.40000000000000346,0.7123543776680847
-0.49999999999999734,0.5000000000000036,1.0044228428052335
-0.49999999999999734,0.6000000000000036,1.3810166840397429
-0.49999999999999734,0.7000000000000037,1.8540819615087898
-0.49999999999999734,0.8000000000000038,2.4380567108288957
-0.49999999999999734,0.9000000000000039,3.150220418022947
-0.49999999999999734,1.000000000000004,4.011243023401072
-0.49999999999999734,1.100000000000004,5.045995924500964
-0.39999999999999725,-1.299999999999998,5.165992159345372
-0.39999999999999725,-1.199999999999998,4.099985633832567
-0.39999999999999725,-1.0999999999999979,3.2226236834822046
-0.39999999999999725,-0.9999999999999978,2.501618511276284
-0.39999999999999725,-0.8999999999999977,1.911163320979533
-0.39999999999999725,-0.7999999999999976,1.4303765883724893
-0.39999999999999725,-0.6999999999999975,1.0421582597981924
-0.39999999999999725,-0.5999999999999974,0.7323787492218443
-0.39999999999999725,-0.49999999999999734,0.489329934349918
-0.39999999999999725,-0.39999999999999725,0.30337568170316587
-0.39999999999999725,-0.29999999999999716,0.16674775988481372
-0.39999999999999725,-0.19999999999999707,0.0734413296331553
-0.39999999999999725,-0.09999999999999698,0.019172528595049698
-0.39999999999999725,3.1086244689504383e-15,0.0013689981040982957
-0.39999999999999725,0.1000000000000032,0.019172528595049698
-0.39999999999999725,0.2000000000000033,0.07344132963316241
-0.39999999999999725,0.3000000000000034,0.16674775988482082
-0.39999999999999725,0.40000000000000346,0.3033756817031801
-0.39999999999999725,0.5000000000000036,0.4893299343499322
-0.39999999999999725,0.6000000000000036,0.7323787492218585
-0.39999999999999725,0.7000000000000037,1.0421582597982209
-0.39999999999999725,0.8000000000000038,1.4303765883725177
-0.39999999999999725,0.9000000000000039,1.9111633209795755
-0.39999999999999725,1.000000000000004,2.5016185112763267
-0.39999999999999725,1.100000000000004,3.2226236834822615
-0.39999999999999725,1.2000000000000042,4.099985633832638
-0.39999999999999725,1.3000000000000043,5.165992159345457
-0.29999999999999716,-1.4999999999999982,5.762145603831549
-0.29999999999999716,-1.3999999999999981,4.536274115160019
-0.29999999999999716,-1.299999999999998,3.5551204716722467
-0.29999999999999716,-1.199999999999998,2.7693632981551772
-0.29999999999999716,-1.0999999999999979,2.140668440925772
-0.29999999999999716,-0.9999999999999978,1.6390386806448234
-0.29999999999999716,-0.8999999999999977,1.2407586180881154
-0.29999999999999716,-0.7999999999999976,0.9268389453795223
-0.29999999999999716,-0.6999999999999975,0.6818726445377123
-0.29999999999999716,-0.5999999999999974,0.4932239845357529
-0.29999999999999716,-0.49999999999999734,0.35047951742033234
-0.29999999999999716,-0.39999999999999725,0.2450986033846263
-0.29999999999999716,-0.29999999999999716,0.1702093240366196
-0.29999999999999716,-0.19999999999999707,0.12050397245162259
-0.29999999999999716,-0.09999999999999698,0.09219663794579702
-0.29999999999999716,3.1086244689504383e-15,0.08301373285431879
-0.29999999999999716,0.1000000000000032,0.09219663794579702
-0.29999999999999716,0.2000000000000033,0.12050397245162969
-0.29999999999999716,0.3000000000000034,0.1702093240366196
-0.29999999999999716,0.40000000000000346,0.2450986033846263
-0.29999999999999716,0.5000000000000036,0.35047951742033234
-0.29999999999999716,0.6000000000000036,0.4932239845357671
-0.29999999999999716,0.7000000000000037,0.6818726445377266
-0.29999999999999716,0.8000000000000038,0.9268389453795365
-0.29999999999999716,0.9000000000000039,1.2407586180881438
-0.29999999999999716,1.000000000000004,1.6390386806448518
-0.29999999999999716,1.100000000000004,2.1406684409258148
-0.29999999999999716,1.2000000000000042,2.76936329815522
-0.29999999999999716,1.3000000000000043,3.5551204716723035
-0.29999999999999716,1.4000000000000044,4.53627411516009
-0.29999999999999716,1.5000000000000044,5.762145603831634
-0.19999999999999707,-1.5999999999999983,5.703270148485878
-0.19999999999999707,-1.4999999999999982,4.4056881713595075
-0.19999999999999707,-1.3999999999999981,3.3958498184084434
-0.19999999999999707,-1.299999999999998,2.611169646070273
-0.19999999999999707,-1.199999999999998,2.003325027908623
-0.19999999999999707,-1.0999999999999979,1.534906577626323
-0.19999999999999707,-0.9999999999999978,1.1767678618791066
-0.19999999999999707,-0.8999999999999977,0.9059702860468875
-0.19999999999999707,-0.7999999999999976,0.704227365466771
-0.19999999999999707,-0.6999999999999975,0.5567609239798017
-0.19999999999999707,-0.5999999999999974,0.4514900909905535
-0.19999999999999707,-0.49999999999999734,0.3784822975863378
-0.19999999999999707,-0.39999999999999725,0.32960380161012637
-0.19999999999999707,-0.29999999999999716,0.29831560092878107
-0.19999999999999707,-0.19999999999999707,0.2795689234856624
-0.19999999999999707,-0.09999999999999698,0.2697628120740987
-0.19999999999999707,3.1086244689504383e-15,0.2667346511155628
-0.19999999999999707,0.1000000000000032,0.2697628120740987
-0.19999999999999707,0.2000000000000033,0.2795689234856624
-0.19999999999999707,0.3000000000000034,0.29831560092878107
-0.19999999999999707,0.40000000000000346,0.32960380161012637
-0.19999999999999707,0.5000000000000036,0.3784822975863378
-0.19999999999999707,0.6000000000000036,0.4514900909905535
-0.19999999999999707,0.7000000000000037,0.5567609239798017
-0.19999999999999707,0.8000000000000038,0.7042273654667852
-0.19999999999999707,0.9000000000000039,0.9059702860469017
-0.19999999999999707,1.000000000000004,1.176767861879135
-0.19999999999999707,1.100000000000004,1.5349065776263515
-0.19999999999999707,1.2000000000000042,2.0033250279086516
-0.19999999999999707,1.3000000000000043,2.6111696460703158
-0.19999999999999707,1.4000000000000044,3.3958498184085
-0.19999999999999707,1.5000000000000044,4.405688171359579
-0.19999999999999707,1.6000000000000045,5.703270148485963
-0.09999999999999698,-1.5999999999999983,4.872275685958392
-0.09999999999999698,-1.4999999999999982,3.699721696042424
-0.09999999999999698,-1.3999999999999981,2.8056072429682857
-0.09999999999999698,-1.299999999999998,2.1275944362891366
-0.09999999999999698,-1.199999999999998,1.6175911300555654
-0.09999999999999698,-1.0999999999999979,1.2384013458286418
-0.09999999999999698,-0.9999999999999978,0.9610749854937595
-0.09999999999999698,-0.8999999999999977,0.762852717031727
-0.09999999999999698,-0.7999999999999976,0.6256102457519503
-0.09999999999999698,-0.6999999999999975,0.5347145128391091
-0.09999999999999698,-0.5999999999999974,0.4782126924127468
-0.09999999999999698,-0.49999999999999734,0.4462831876464506
-0.09999999999999698,-0.39999999999999725,0.43088615584085943
-0.09999999999999698,-0.29999999999999716,0.42555942169177996
-0.09999999999999698,-0.19999999999999707,0.42531396734292315
-0.09999999999999698,-0.09999999999999698,0.4265915171592596
-0.09999999999999698,3.1086244689504383e-15,0.4272550645052391
-0.09999999999999698,0.1000000000000032,0.4265915171592596
-0.09999999999999698,0.2000000000000033,0.42531396734292315
-0.09999999999999698,0.3000000000000034,0.42555942169177996
-0.09999999999999698,0.40000000000000346,0.43088615584085943
-0.09999999999999698,0.5000000000000036,0.4462831876464506
-0.09999999999999698,0.6000000000000036,0.4782126924127468
-0.09999999999999698,0.7000000000000037,0.5347145128391091
-0.09999999999999698,0.8000000000000038,0.6256102457519646
-0.09999999999999698,0.9000000000000039,0.762852717031727
-0.09999999999999698,1.000000000000004,0.9610749854937737
-0.09999999999999698,1.100000000000004,1.2384013458286702
-0.09999999999999698,1.2000000000000042,1.6175911300555939
-0.09999999999999698,1.3000000000000043,2.127594436289179
-0.09999999999999698,1.4000000000000044,2.8056072429683283
-0.09999999999999698,1.5000000000000044,3.699721696042481
-0.09999999999999698,1.6000000000000045,4.872275685958478
3.1086244689504383e-15,-1.6999999999999984,6.106645123258524
3.1086244689504383e-15,-1.5999999999999983,4.616360535047015
3.1086244689504383e-15,-1.4999999999999982,3.482653985690355
3.1086244689504383e-15,-1.3999999999999981,2.6247981689826148
3.1086244689504383e-15,-1.299999999999998,1.9804716980180288
3.1086244689504383e-15,-1.199999999999998,1.5015977922129409
3.1086244689504383e-15,-1.0999999999999979,1.1509947003190106
3.1086244689504383e-15,-0.9999999999999978,0.8997254132369008
3.1086244689504383e-15,-0.8999999999999977,0.7250425497875241
3.1086244689504383e-15,-0.7999999999999976,0.608832627945084
3.1086244689504383e-15,-0.6999999999999975,0.5364722633838213
3.1086244689504383e-15,-0.5999999999999974,0.4960171665376194
3.1086244689504383e-15,-0.49999999999999734,0.4776531387191696
3.1086244689504383e-15,-0.39999999999999725,0.47334659719292205
3.1086244689504383e-15,-0.29999999999999716,0.47664048844332996
3.1086244689504383e-15,-0.19999999999999707,0.4825497782274155
3.1086244689504383e-15,-0.09999999999999698,0.4875190363482673
3.1086244689504383e-15,3.1086244689504383e-15,0.4894129634332174
3.1086244689504383e-15,0.1000000000000032,0.4875190363482673
3.1086244689504383e-15,0.2000000000000033,0.4825497782274155
3.1086244689504383e-15,0.3000000000000034,0.47664048844332996
3.1086244689504383e-15,0.40000000000000346,0.47334659719292205
3.1086244689504383e-15,0.5000000000000036,0.4776531387191696
3.1086244689504383e-15,0.6000000000000036,0.4960171665376194
3.1086244689504383e-15,0.7000000000000037,0.5364722633838213
3.1086244689504383e-15,0.8000000000000038,0.608832627945084
3.1086244689504383e-15,0.9000000000000039,0.7250425497875241
3.1086244689504383e-15,1.000000000000004,0.899725413236915
3.1086244689504383e-15,1.100000000000004,1.150994700319039
3.1086244689504383e-15,1.2000000000000042,1.5015977922129693
3.1086244689504383e-15,1.3000000000000043,1.9804716980180572
3.1086244689504383e-15,1.4000000000000044,2.6247981689826716
3.1086244689504383e-15,1.5000000000000044,3.482653985690412
3.1086244689504383e-15,1.6000000000000045,4.6163605350471
3.1086244689504383e-15,1.7000000000000046,6.106645123258637
0.1000000000000032,-1.5999999999999983,4.872275685958421
0.1000000000000032,-1.4999999999999982,3.6997216960424524
0.1000000000000032,-1.3999999999999981,2.8056072429683
0.1000000000000032,-1.299999999999998,2.127594436289151
0.1000000000000032,-1.199999999999998,1.6175911300555796
0.1000000000000032,-1.0999999999999979,1.238401345828656
0.1000000000000032,-0.9999999999999978,0.9610749854937595
0.1000000000000032,-0.8999999999999977,0.762852717031727
0.1000000000000032,-0.7999999999999976,0.6256102457519503
0.1000000000000032,-0.6999999999999975,0.5347145128391091
0.1000000000000032,-0.5999999999999974,0.47821269241273257
0.1000000000000032,-0.49999999999999734,0.4462831876464506
0.1000000000000032,-0.39999999999999725,0.4308861558408452
0.1000000000000032,-0.29999999999999716,0.42555942169177996
0.1000000000000032,-0.19999999999999707,0.42531396734292315
0.1000000000000032,-0.09999999999999698,0.42659151715924537
0.1000000000000032,3.1086244689504383e-15,0.4272550645052391
0.1000000000000032,0.1000000000000032,0.42659151715924537
0.1000000000000032,0.2000000000000033,0.42531396734292315
0.1000000000000032,0.3000000000000034,0.42555942169177996
0.1000000000000032,0.40000000000000346,0.4308861558408452
0.1000000000000032,0.5000000000000036,0.4462831876464506
0.1000000000000032,0.6000000000000036,0.4782126924127468
0.1000000000000032,0.7000000000000037,0.5347145128391091
0.1000000000000032,0.8000000000000038,0.6256102457519646
0.1000000000000032,0.9000000000000039,0.7628527170317412
0.1000000000000032,1.000000000000004,0.9610749854937737
0.1000000000000032,1.100000000000004,1.2384013458286702
0.1000000000000032,1.2000000000000042,1.617591130055608
0.1000000000000032,1.3000000000000043,2.1275944362891934
0.1000000000000032,1.4000000000000044,2.8056072429683567
0.1000000000000032,1.5000000000000044,3.6997216960425092
0.1000000000000032,1.6000000000000045,4.872275685958506
0.2000000000000033,-1.5999999999999983,5.703270148485949
0.2000000000000033,-1.4999999999999982,4.405688171359564
0.2000000000000033,-1.3999999999999981,3.3958498184085
0.2000000000000033,-1.299999999999998,2.6111696460703158
0.2000000000000033,-1.199999999999998,2.003325027908666
0.2000000000000033,-1.0999999999999979,1.5349065776263515
0.2000000000000033,-0.9999999999999978,1.176767861879135
0.2000000000000033,-0.8999999999999977,0.9059702860469017
0.2000000000000033,-0.7999999999999976,0.7042273654667852
0.2000000000000033,-0.6999999999999975,0.5567609239798017
0.2000000000000033,-0.5999999999999974,0.4514900909905535
0.2000000000000033,-0.49999999999999734,0.3784822975863378
0.2000000000000033,-0.39999999999999725,0.32960380161011216
0.2000000000000033,-0.29999999999999716,0.29831560092876686
0.2000000000000033,-0.19999999999999707,0.2795689234856482
0.2000000000000033,-0.09999999999999698,0.2697628120740845
0.2000000000000033,3.1086244689504383e-15,0.2667346511155486
0.2000000000000033,0.1000000000000032,0.2697628120740845
0.2000000000000033,0.2000000000000033,0.2795689234856482
0.2000000000000033,0.3000000000000034,0.29831560092876686
0.2000000000000033,0.40000000000000346,0.32960380161011216
0.2000000000000033,0.5000000000000036,0.3784822975863378
0.2000000000000033,0.6000000000000036,0.4514900909905535
0.2000000000000033,0.7000000000000037,0.5567609239798159
0.2000000000000033,0.8000000000000038,0.7042273654667994
0.2000000000000033,0.9000000000000039,0.9059702860469159
0.2000000000000033,1.000000000000004,1.1767678618791493
0.2000000000000033,1.100000000000004,1.53490657762638
