Bin , nEvents , Efficiencies
152.41,1,2e-05
165.05,0,0.0
178.75,0,0.0
193.57,0,0.0
209.63,0,0.0
227.02,2,4e-05
245.86,2,4e-05
266.25,0,0.0
288.34,2,4e-05
312.26,2,4e-05
338.16,3,6e-05
366.21,1,2e-05
396.59,2,4e-05
429.49,4,8e-05
465.12,6,0.00012
503.71,4,8e-05
545.49,12,0.00024
590.74,18,0.00036
639.75,23,0.00046
692.82,36,0.00072
750.29,45,0.0009
812.54,56,0.00112
879.94,70,0.0014
952.94,94,0.00188
1032,86,0.00172
1117.6,111,0.00222
1210.3,151,0.00302
1310.7,189,0.00378
1419.4,232,0.00464
1537.2,290,0.0058
1664.7,345,0.0069
1802.8,400,0.008
1952.4,522,0.01044
2114.3,673,0.01346
2289.7,806,0.01612
2479.7,969,0.01938
