Bin , nEvents , Efficiencies
50,7,0.00014
100,7,0.00014
150,2,4e-05
200,3,6e-05
250,2,4e-05
300,3,6e-05
350,2,4e-05
400,2,4e-05
500,2,4e-05
600,6,0.00012
