Bin , nEvents , Efficiencies
150,1218,0.02436
160,1021,0.02042
170,853,0.01706
180,832,0.01664
190,732,0.01464
200,1164,0.02328
220,956,0.01912
240,766,0.01532
260,651,0.01302
280,549,0.01098
300,474,0.00948
320,424,0.00848
340,317,0.00634
360,272,0.00544
380,246,0.00492
400,225,0.0045
420,153,0.00306
440,165,0.0033
460,137,0.00274
480,113,0.00226
500,125,0.0025
520,96,0.00192
540,93,0.00186
560,89,0.00178
580,79,0.00158
600,89,0.00178
630,67,0.00134
660,70,0.0014
690,52,0.00104
720,61,0.00122
750,47,0.00094
780,40,0.0008
810,34,0.00068
840,42,0.00084
870,18,0.00036
900,37,0.00074
950,19,0.00038
1000,25,0.0005
1050,20,0.0004
1100,15,0.0003
1150,13,0.00026
1200,3,6e-05
1250,11,0.00022
1310,6,0.00012
1370,11,0.00022
1430,3,6e-05
1490,8,0.00016
1550,6,0.00012
1610,14,0.00028
1680,0,0.0
1750,5,0.0001
1820,0,0.0
1890,2,4e-05
1970,2,4e-05
2050,4,8e-05
