Bin , nEvents , Efficiencies
50,3,6e-05
100,5,0.0001
150,4,8e-05
200,11,0.00022
250,6,0.00012
300,2,4e-05
350,5,0.0001
400,12,0.00024
500,4,8e-05
600,8,0.00016
