Bin , nEvents , Efficiencies
150,0,0.0
160,1,2e-05
170,1,2e-05
180,1,2e-05
190,1,2e-05
200,2,4e-05
220,2,4e-05
240,1,2e-05
260,3,6e-05
280,0,0.0
300,0,0.0
320,3,6e-05
340,6,0.00012
360,4,8e-05
380,4,8e-05
400,5,0.0001
420,5,0.0001
440,7,0.00014
460,12,0.00024
480,11,0.00022
500,13,0.00026
520,20,0.0004
540,24,0.00048
560,31,0.00062
580,25,0.0005
600,42,0.00084
630,61,0.00122
660,58,0.00116
690,63,0.00126
720,53,0.00106
750,61,0.00122
780,77,0.00154
810,72,0.00144
840,92,0.00184
870,80,0.0016
900,132,0.00264
950,116,0.00232
1000,157,0.00314
1050,167,0.00334
1100,190,0.0038
1150,178,0.00356
1200,213,0.00426
1250,253,0.00506
1310,279,0.00558
1370,258,0.00516
1430,310,0.0062
1490,317,0.00634
1550,318,0.00636
1610,404,0.00808
1680,402,0.00804
1750,484,0.00968
1820,481,0.00962
1890,559,0.01118
1970,622,0.01244
2050,637,0.01274
