Bin , nEvents , Efficiencies
150,8,0.00016
160,6,0.00012
170,8,0.00016
180,13,0.00026
190,20,0.0004
200,35,0.0007
220,50,0.001
240,73,0.00146
260,86,0.00172
280,117,0.00234
300,113,0.00226
320,107,0.00214
340,160,0.0032
360,149,0.00298
380,131,0.00262
400,161,0.00322
420,131,0.00262
440,162,0.00324
460,170,0.0034
480,173,0.00346
500,182,0.00364
520,186,0.00372
540,185,0.0037
560,185,0.0037
580,194,0.00388
600,334,0.00668
630,326,0.00652
660,381,0.00762
690,384,0.00768
720,342,0.00684
750,371,0.00742
780,354,0.00708
810,384,0.00768
840,380,0.0076
870,376,0.00752
900,621,0.01242
950,649,0.01298
1000,610,0.0122
1050,649,0.01298
1100,633,0.01266
1150,577,0.01154
1200,642,0.01284
1250,730,0.0146
1310,750,0.015
1370,682,0.01364
1430,681,0.01362
1490,709,0.01418
1550,598,0.01196
1610,719,0.01438
1680,736,0.01472
1750,632,0.01264
1820,573,0.01146
1890,612,0.01224
1970,614,0.01228
2050,580,0.0116
