Bin , nEvents , Efficiencies
150,0,0
160,0,0
170,1,4e-05
180,0,0
190,0,0
200,0,0
220,0,0
240,0,0
260,0,0
280,0,0
300,1,4e-05
320,1,4e-05
340,1,4e-05
360,0,0
380,0,0
400,1,4e-05
420,0,0
440,2,8e-05
460,4,0.00016
480,0,0
500,1,4e-05
520,0,0
540,2,8e-05
560,2,8e-05
580,0,0
600,1,4e-05
630,3,0.00012
660,4,0.00016
690,8,0.00032
720,4,0.00016
750,6,0.00024
780,10,0.0004
810,11,0.00044
840,11,0.00044
870,13,0.00052
900,27,0.00108
950,18,0.00072
1000,23,0.00092
1050,35,0.0014
1100,29,0.00116
1150,32,0.00128
1200,30,0.0012
1250,45,0.0018
1310,63,0.00252
1370,70,0.0028
1430,66,0.00264
1490,63,0.00252
1550,63,0.00252
1610,65,0.0026
1680,81,0.00324
1750,80,0.0032
1820,85,0.0034
1890,124,0.00496
1970,104,0.00416
2050,132,0.00528
