Bin , nEvents , Efficiencies
50,31,0.00124
100,58,0.00232
150,30,0.0012
200,11,0.00044
250,8,0.00032
300,5,0.0002
350,0,0
400,4,0.00016
500,3,0.00012
600,3,0.00012
