Bin , nEvents , Efficiencies
150,178,0.00712
160,194,0.00776
170,165,0.0066
180,182,0.00728
190,177,0.00708
200,356,0.01424
220,348,0.01392
240,349,0.01396
260,350,0.014
280,299,0.01196
300,328,0.01312
320,309,0.01236
340,292,0.01168
360,299,0.01196
380,299,0.01196
400,242,0.00968
420,254,0.01016
440,251,0.01004
460,217,0.00868
480,246,0.00984
500,224,0.00896
520,192,0.00768
540,190,0.0076
560,181,0.00724
580,194,0.00776
600,238,0.00952
630,225,0.009
660,198,0.00792
690,208,0.00832
720,221,0.00884
750,172,0.00688
780,197,0.00788
810,140,0.0056
840,118,0.00472
870,130,0.0052
900,221,0.00884
950,193,0.00772
1000,159,0.00636
1050,111,0.00444
1100,145,0.0058
1150,101,0.00404
1200,100,0.004
1250,102,0.00408
1310,93,0.00372
1370,90,0.0036
1430,77,0.00308
1490,54,0.00216
1550,53,0.00212
1610,60,0.0024
1680,55,0.0022
1750,35,0.0014
1820,33,0.00132
1890,37,0.00148
1970,23,0.00092
2050,21,0.00084
