Bin , nEvents , Efficiencies
150,170,0.0068
160,201,0.00804
170,179,0.00716
180,166,0.00664
190,175,0.007
200,380,0.0152
220,392,0.01568
240,369,0.01476
260,350,0.014
280,313,0.01252
300,291,0.01164
320,316,0.01264
340,286,0.01144
360,309,0.01236
380,294,0.01176
400,249,0.00996
420,229,0.00916
440,245,0.0098
460,231,0.00924
480,221,0.00884
500,222,0.00888
520,188,0.00752
540,192,0.00768
560,199,0.00796
580,193,0.00772
600,242,0.00968
630,240,0.0096
660,222,0.00888
690,214,0.00856
720,191,0.00764
750,200,0.008
780,169,0.00676
810,157,0.00628
840,151,0.00604
870,143,0.00572
900,209,0.00836
950,193,0.00772
1000,178,0.00712
1050,143,0.00572
1100,134,0.00536
1150,95,0.0038
1200,95,0.0038
1250,125,0.005
1310,109,0.00436
1370,72,0.00288
1430,67,0.00268
1490,67,0.00268
1550,72,0.00288
1610,60,0.0024
1680,47,0.00188
1750,33,0.00132
1820,34,0.00136
1890,29,0.00116
1970,25,0.001
2050,24,0.00096
