Bin , nEvents , Efficiencies
150,2,4e-05
160,5,0.0001
170,5,0.0001
180,7,0.00014
190,3,6e-05
200,16,0.00032
220,18,0.00036
240,18,0.00036
260,19,0.00038
280,23,0.00046
300,39,0.00078
320,46,0.00092
340,66,0.00132
360,70,0.0014
380,73,0.00146
400,84,0.00168
420,88,0.00176
440,102,0.00204
460,93,0.00186
480,107,0.00214
500,101,0.00202
520,119,0.00238
540,135,0.0027
560,150,0.003
580,118,0.00236
600,192,0.00384
630,208,0.00416
660,212,0.00424
690,231,0.00462
720,213,0.00426
750,257,0.00514
780,230,0.0046
810,269,0.00538
840,262,0.00524
870,250,0.005
900,474,0.00948
950,456,0.00912
1000,492,0.00984
1050,485,0.0097
1100,490,0.0098
1150,481,0.00962
1200,500,0.01
1250,583,0.01166
1310,602,0.01204
1370,644,0.01288
1430,641,0.01282
1490,564,0.01128
1550,605,0.0121
1610,637,0.01274
1680,696,0.01392
1750,644,0.01288
1820,643,0.01286
1890,700,0.014
1970,655,0.0131
2050,696,0.01392
