Bin , nEvents , Efficiencies
50,27,0.00108
100,50,0.002
150,25,0.001
200,13,0.00052
250,6,0.00024
300,3,0.00012
350,0,0
400,2,8e-05
500,1,4e-05
600,3,0.00012
