Bin , nEvents , Efficiencies
152.41,893,0.03572
165.05,877,0.03508
178.75,828,0.03312
193.57,805,0.0322
209.63,707,0.02828
227.02,632,0.02528
245.86,633,0.02532
266.25,482,0.01928
288.34,449,0.01796
312.26,395,0.0158
338.16,398,0.01592
366.21,336,0.01344
396.59,281,0.01124
429.49,243,0.00972
465.12,180,0.0072
503.71,164,0.00656
545.49,125,0.005
590.74,114,0.00456
639.75,105,0.0042
692.82,79,0.00316
750.29,56,0.00224
812.54,59,0.00236
879.94,43,0.00172
952.94,37,0.00148
1032,27,0.00108
1117.6,19,0.00076
1210.3,13,0.00052
1310.7,13,0.00052
1419.4,11,0.00044
1537.2,2,8e-05
1664.7,6,0.00024
1802.8,3,0.00012
1952.4,4,0.00016
2114.3,3,0.00012
2289.7,0,0
2479.7,0,0
