Bin , nEvents , Efficiencies
152.41,18963,0.037926
165.05,17958,0.035916
178.75,16424,0.032848
193.57,15330,0.03066
209.63,13902,0.027804
227.02,12330,0.02466
245.86,11395,0.02279
266.25,10124,0.020248
288.34,8968,0.017936
312.26,7848,0.015696
338.16,6793,0.013586
366.21,5905,0.01181
396.59,5367,0.010734
429.49,4508,0.009016
465.12,3986,0.007972
503.71,3414,0.006828
545.49,2855,0.00571
590.74,2398,0.004796
639.75,1957,0.003914
692.82,1631,0.003262
750.29,1398,0.002796
812.54,1151,0.002302
879.94,884,0.001768
952.94,795,0.00159
1032,589,0.001178
1117.6,510,0.00102
1210.3,383,0.000766
1310.7,257,0.000514
1419.4,229,0.000458
1537.2,148,0.000296
1664.7,132,0.000264
1802.8,100,0.0002
1952.4,62,0.000124
2114.3,59,0.000118
2289.7,38,7.6e-05
2479.7,16,3.2e-05
