Bin , nEvents , Efficiencies
152.41,781,0.03124
165.05,819,0.03276
178.75,842,0.03368
193.57,784,0.03136
209.63,726,0.02904
227.02,736,0.02944
245.86,740,0.0296
266.25,652,0.02608
288.34,622,0.02488
312.26,561,0.02244
338.16,542,0.02168
366.21,457,0.01828
396.59,428,0.01712
429.49,441,0.01764
465.12,379,0.01516
503.71,337,0.01348
545.49,295,0.0118
590.74,287,0.01148
639.75,245,0.0098
692.82,220,0.0088
750.29,192,0.00768
812.54,164,0.00656
879.94,137,0.00548
952.94,119,0.00476
1032,105,0.0042
1117.6,105,0.0042
1210.3,79,0.00316
1310.7,70,0.0028
1419.4,40,0.0016
1537.2,42,0.00168
1664.7,30,0.0012
1802.8,27,0.00108
1952.4,17,0.00068
2114.3,15,0.0006
2289.7,13,0.00052
2479.7,7,0.00028
