Bin , nEvents , Efficiencies
150,174,0.00696
160,161,0.00644
170,144,0.00576
180,171,0.00684
190,173,0.00692
200,324,0.01296
220,324,0.01296
240,358,0.01432
260,330,0.0132
280,314,0.01256
300,327,0.01308
320,293,0.01172
340,297,0.01188
360,277,0.01108
380,261,0.01044
400,255,0.0102
420,233,0.00932
440,218,0.00872
460,214,0.00856
480,228,0.00912
500,195,0.0078
520,200,0.008
540,185,0.0074
560,189,0.00756
580,168,0.00672
600,271,0.01084
630,204,0.00816
660,212,0.00848
690,215,0.0086
720,199,0.00796
750,179,0.00716
780,154,0.00616
810,185,0.0074
840,147,0.00588
870,121,0.00484
900,213,0.00852
950,174,0.00696
1000,180,0.0072
1050,169,0.00676
1100,145,0.0058
1150,120,0.0048
1200,117,0.00468
1250,117,0.00468
1310,102,0.00408
1370,86,0.00344
1430,93,0.00372
1490,70,0.0028
1550,50,0.002
1610,49,0.00196
1680,78,0.00312
1750,42,0.00168
1820,61,0.00244
1890,54,0.00216
1970,49,0.00196
2050,28,0.00112
