Bin , nEvents , Efficiencies
150,1,2e-05
160,0,0.0
170,0,0.0
180,2,4e-05
190,3,6e-05
200,4,8e-05
220,13,0.00026
240,16,0.00032
260,16,0.00032
280,21,0.00042
300,21,0.00042
320,26,0.00052
340,28,0.00056
360,31,0.00062
380,36,0.00072
400,36,0.00072
420,36,0.00072
440,37,0.00074
460,38,0.00076
480,43,0.00086
500,57,0.00114
520,57,0.00114
540,55,0.0011
560,61,0.00122
580,58,0.00116
600,94,0.00188
630,103,0.00206
660,133,0.00266
690,127,0.00254
720,134,0.00268
750,145,0.0029
780,137,0.00274
810,160,0.0032
840,159,0.00318
870,172,0.00344
900,268,0.00536
950,294,0.00588
1000,290,0.0058
1050,326,0.00652
1100,302,0.00604
1150,335,0.0067
1200,287,0.00574
1250,384,0.00768
1310,424,0.00848
1370,389,0.00778
1430,385,0.0077
1490,406,0.00812
1550,398,0.00796
1610,487,0.00974
1680,471,0.00942
1750,493,0.00986
1820,456,0.00912
1890,564,0.01128
1970,544,0.01088
2050,590,0.0118
