bin_HH,nEvents,Efficiencies
150,32,3.2e-05
200,94,9.4e-05
250,110,0.00011
300,134,0.000134
350,151,0.000151
400,122,0.000122
450,151,0.000151
500,168,0.000168
550,268,0.000268
650,1293,0.001293
