Bin , nEvents , Efficiencies
150,986,0.01972
160,882,0.01764
170,798,0.01596
180,678,0.01356
190,639,0.01278
200,1169,0.02338
220,1046,0.02092
240,868,0.01736
260,747,0.01494
280,676,0.01352
300,604,0.01208
320,577,0.01154
340,538,0.01076
360,417,0.00834
380,410,0.0082
400,349,0.00698
420,313,0.00626
440,285,0.0057
460,266,0.00532
480,218,0.00436
500,226,0.00452
520,223,0.00446
540,195,0.0039
560,153,0.00306
580,155,0.0031
600,204,0.00408
630,197,0.00394
660,154,0.00308
690,138,0.00276
720,126,0.00252
750,103,0.00206
780,125,0.0025
810,87,0.00174
840,81,0.00162
870,81,0.00162
900,110,0.0022
950,76,0.00152
1000,63,0.00126
1050,63,0.00126
1100,57,0.00114
1150,47,0.00094
1200,33,0.00066
1250,39,0.00078
1310,44,0.00088
1370,30,0.0006
1430,31,0.00062
1490,15,0.0003
1550,19,0.00038
1610,9,0.00018
1680,19,0.00038
1750,10,0.0002
1820,12,0.00024
1890,9,0.00018
1970,6,0.00012
2050,4,8e-05
