Bin , nEvents , Efficiencies
150,0,0.0
160,2,4e-05
170,3,6e-05
180,6,0.00012
190,0,0.0
200,6,0.00012
220,8,0.00016
240,8,0.00016
260,8,0.00016
280,22,0.00044
300,26,0.00052
320,20,0.0004
340,27,0.00054
360,38,0.00076
380,41,0.00082
400,34,0.00068
420,44,0.00088
440,48,0.00096
460,87,0.00174
480,80,0.0016
500,74,0.00148
520,94,0.00188
540,89,0.00178
560,124,0.00248
580,102,0.00204
600,154,0.00308
630,186,0.00372
660,222,0.00444
690,175,0.0035
720,211,0.00422
750,177,0.00354
780,202,0.00404
810,260,0.0052
840,213,0.00426
870,222,0.00444
900,374,0.00748
950,446,0.00892
1000,431,0.00862
1050,452,0.00904
1100,432,0.00864
1150,365,0.0073
1200,442,0.00884
1250,518,0.01036
1310,550,0.011
1370,576,0.01152
1430,664,0.01328
1490,492,0.00984
1550,520,0.0104
1610,639,0.01278
1680,630,0.0126
1750,658,0.01316
1820,669,0.01338
1890,729,0.01458
1970,747,0.01494
2050,640,0.0128
