Bin , nEvents , Efficiencies
152.41,260,0.0104
165.05,312,0.01248
178.75,362,0.01448
193.57,378,0.01512
209.63,461,0.01844
227.02,446,0.01784
245.86,508,0.02032
266.25,537,0.02148
288.34,538,0.02152
312.26,578,0.02312
338.16,616,0.02464
366.21,665,0.0266
396.59,605,0.0242
429.49,614,0.02456
465.12,652,0.02608
503.71,626,0.02504
545.49,633,0.02532
590.74,702,0.02808
639.75,634,0.02536
692.82,629,0.02516
750.29,560,0.0224
812.54,558,0.02232
879.94,507,0.02028
952.94,504,0.02016
1032,457,0.01828
1117.6,422,0.01688
1210.3,373,0.01492
1310.7,305,0.0122
1419.4,252,0.01008
1537.2,221,0.00884
1664.7,204,0.00816
1802.8,149,0.00596
1952.4,148,0.00592
2114.3,113,0.00452
2289.7,70,0.0028
2479.7,59,0.00236
