Bin , nEvents , Efficiencies
150,1,2e-05
160,0,0
170,0,0
180,0,0
190,0,0
200,0,0
220,1,2e-05
240,1,2e-05
260,0,0
280,0,0
300,1,2e-05
320,1,2e-05
340,1,2e-05
360,0,0
380,0,0
400,2,4e-05
420,1,2e-05
440,4,8e-05
460,1,2e-05
480,3,6e-05
500,2,4e-05
520,2,4e-05
540,1,2e-05
560,3,6e-05
580,4,8e-05
600,11,0.00022
630,8,0.00016
660,9,0.00018
690,15,0.0003
720,20,0.0004
750,18,0.00036
780,25,0.0005
810,17,0.00034
840,23,0.00046
870,35,0.0007
900,64,0.00128
950,56,0.00112
1000,75,0.0015
1050,70,0.0014
1100,87,0.00174
1150,82,0.00164
1200,85,0.0017
1250,127,0.00254
1310,117,0.00234
1370,130,0.0026
1430,118,0.00236
1490,142,0.00284
1550,156,0.00312
1610,169,0.00338
1680,189,0.00378
1750,216,0.00432
1820,223,0.00446
1890,272,0.00544
1970,291,0.00582
2050,291,0.00582
