Bin , nEvents , Efficiencies
152.41,0,0
165.05,0,0
178.75,0,0
193.57,0,0
209.63,1,4e-05
227.02,0,0
245.86,0,0
266.25,0,0
288.34,0,0
312.26,0,0
338.16,2,8e-05
366.21,0,0
396.59,1,4e-05
429.49,0,0
465.12,2,8e-05
503.71,3,0.00012
545.49,3,0.00012
590.74,7,0.00028
639.75,7,0.00028
692.82,12,0.00048
750.29,22,0.00088
812.54,29,0.00116
879.94,36,0.00144
952.94,38,0.00152
1032,54,0.00216
1117.6,65,0.0026
1210.3,57,0.00228
1310.7,77,0.00308
1419.4,93,0.00372
1537.2,112,0.00448
1664.7,159,0.00636
1802.8,203,0.00812
1952.4,249,0.00996
2114.3,334,0.01336
2289.7,425,0.017
2479.7,493,0.01972
