Bin , nEvents , Efficiencies
152.41,832,0.03328
165.05,766,0.03064
178.75,825,0.033
193.57,777,0.03108
209.63,742,0.02968
227.02,665,0.0266
245.86,650,0.026
266.25,647,0.02588
288.34,634,0.02536
312.26,585,0.0234
338.16,521,0.02084
366.21,464,0.01856
396.59,459,0.01836
429.49,417,0.01668
465.12,382,0.01528
503.71,346,0.01384
545.49,304,0.01216
590.74,266,0.01064
639.75,269,0.01076
692.82,224,0.00896
750.29,186,0.00744
812.54,193,0.00772
879.94,141,0.00564
952.94,115,0.0046
1032,101,0.00404
1117.6,82,0.00328
1210.3,68,0.00272
1310.7,65,0.0026
1419.4,43,0.00172
1537.2,35,0.0014
1664.7,38,0.00152
1802.8,31,0.00124
1952.4,17,0.00068
2114.3,18,0.00072
2289.7,12,0.00048
2479.7,10,0.0004
