bin_HH,nEvents,Efficiencies
150,0,0.0
200,2,4e-05
250,2,4e-05
300,0,0.0
350,1,2e-05
400,0,0.0
450,0,0.0
500,2,4e-05
600,5,0.0001
700,0,0.0
800,10,0.0002
900,10,0.0002
1000,16,0.00032
1150,54,0.00108
