bin_HH,nEvents,Efficiencies
50,12,0.00024
70,9,0.00018
80,4,8e-05
90,8,0.00016
100,4,8e-05
120,11,0.00022
140,8,0.00016
160,5,0.0001
180,9,0.00018
200,9,0.00018
220,6,0.00012
240,8,0.00016
260,5,0.0001
280,8,0.00016
300,4,8e-05
320,8,0.00016
340,11,0.00022
360,19,0.00038
400,37,0.00074
500,33,0.00066
600,38,0.00076
700,39,0.00078
800,289,0.00578
