Bin , nEvents , Efficiencies
150,54,0.00108
160,41,0.00082
170,64,0.00128
180,76,0.00152
190,75,0.0015
200,166,0.00332
220,167,0.00334
240,185,0.0037
260,216,0.00432
280,207,0.00414
300,214,0.00428
320,245,0.0049
340,256,0.00512
360,284,0.00568
380,274,0.00548
400,274,0.00548
420,302,0.00604
440,340,0.0068
460,296,0.00592
480,311,0.00622
500,259,0.00518
520,339,0.00678
540,308,0.00616
560,332,0.00664
580,321,0.00642
600,496,0.00992
630,528,0.01056
660,510,0.0102
690,511,0.01022
720,529,0.01058
750,521,0.01042
780,515,0.0103
810,530,0.0106
840,484,0.00968
870,512,0.01024
900,842,0.01684
950,763,0.01526
1000,759,0.01518
1050,715,0.0143
1100,713,0.01426
1150,675,0.0135
1200,610,0.0122
1250,683,0.01366
1310,665,0.0133
1370,647,0.01294
1430,571,0.01142
1490,516,0.01032
1550,445,0.0089
1610,474,0.00948
1680,420,0.0084
1750,378,0.00756
1820,375,0.0075
1890,328,0.00656
1970,258,0.00516
2050,227,0.00454
