Bin , nEvents , Efficiencies
150,342,0.00684
160,333,0.00666
170,336,0.00672
180,317,0.00634
190,354,0.00708
200,738,0.01476
220,670,0.0134
240,664,0.01328
260,703,0.01406
280,592,0.01184
300,579,0.01158
320,622,0.01244
340,601,0.01202
360,556,0.01112
380,497,0.00994
400,520,0.0104
420,517,0.01034
440,490,0.0098
460,459,0.00918
480,400,0.008
500,406,0.00812
520,392,0.00784
540,345,0.0069
560,381,0.00762
580,343,0.00686
600,491,0.00982
630,447,0.00894
660,433,0.00866
690,412,0.00824
720,420,0.0084
750,370,0.0074
780,353,0.00706
810,346,0.00692
840,295,0.0059
870,275,0.0055
900,427,0.00854
950,385,0.0077
1000,350,0.007
1050,309,0.00618
1100,269,0.00538
1150,246,0.00492
1200,228,0.00456
1250,260,0.0052
1310,188,0.00376
1370,183,0.00366
1430,149,0.00298
1490,159,0.00318
1550,125,0.0025
1610,119,0.00238
1680,95,0.0019
1750,107,0.00214
1820,79,0.00158
1890,83,0.00166
1970,76,0.00152
2050,49,0.00098
