Bin , nEvents , Efficiencies
152.41,1574,0.03148
165.05,1613,0.03226
178.75,1592,0.03184
193.57,1502,0.03004
209.63,1474,0.02948
227.02,1438,0.02876
245.86,1375,0.0275
266.25,1284,0.02568
288.34,1243,0.02486
312.26,1139,0.02278
338.16,1035,0.0207
366.21,992,0.01984
396.59,915,0.0183
429.49,782,0.01564
465.12,732,0.01464
503.71,746,0.01492
545.49,600,0.012
590.74,579,0.01158
639.75,473,0.00946
692.82,366,0.00732
750.29,365,0.0073
812.54,279,0.00558
879.94,259,0.00518
952.94,203,0.00406
1032,183,0.00366
1117.6,138,0.00276
1210.3,115,0.0023
1310.7,84,0.00168
1419.4,65,0.0013
1537.2,58,0.00116
1664.7,38,0.00076
1802.8,26,0.00052
1952.4,20,0.0004
2114.3,13,0.00026
2289.7,3,6e-05
2479.7,3,6e-05
