Bin , nEvents , Efficiencies
150,135,0.0054
160,163,0.00652
170,162,0.00648
180,165,0.0066
190,169,0.00676
200,317,0.01268
220,336,0.01344
240,300,0.012
260,303,0.01212
280,317,0.01268
300,321,0.01284
320,290,0.0116
340,295,0.0118
360,307,0.01228
380,251,0.01004
400,275,0.011
420,232,0.00928
440,246,0.00984
460,227,0.00908
480,206,0.00824
500,200,0.008
520,205,0.0082
540,201,0.00804
560,168,0.00672
580,155,0.0062
600,241,0.00964
630,244,0.00976
660,219,0.00876
690,188,0.00752
720,211,0.00844
750,176,0.00704
780,156,0.00624
810,144,0.00576
840,163,0.00652
870,140,0.0056
900,228,0.00912
950,184,0.00736
1000,156,0.00624
1050,177,0.00708
1100,126,0.00504
1150,107,0.00428
1200,101,0.00404
1250,108,0.00432
1310,96,0.00384
1370,85,0.0034
1430,71,0.00284
1490,69,0.00276
1550,48,0.00192
1610,61,0.00244
1680,54,0.00216
1750,39,0.00156
1820,51,0.00204
1890,37,0.00148
1970,37,0.00148
2050,31,0.00124
