Bin , nEvents , Efficiencies
152.41,14,0.00028
165.05,17,0.00034
178.75,28,0.00056
193.57,42,0.00084
209.63,52,0.00104
227.02,54,0.00108
245.86,79,0.00158
266.25,102,0.00204
288.34,122,0.00244
312.26,174,0.00348
338.16,201,0.00402
366.21,249,0.00498
396.59,269,0.00538
429.49,376,0.00752
465.12,400,0.008
503.71,458,0.00916
545.49,598,0.01196
590.74,708,0.01416
639.75,774,0.01548
692.82,916,0.01832
750.29,963,0.01926
812.54,1192,0.02384
879.94,1245,0.0249
952.94,1436,0.02872
1032,1531,0.03062
1117.6,1735,0.0347
1210.3,1968,0.03936
1310.7,1916,0.03832
1419.4,1946,0.03892
1537.2,2013,0.04026
1664.7,1963,0.03926
1802.8,1823,0.03646
1952.4,1692,0.03384
2114.3,1546,0.03092
2289.7,1242,0.02484
2479.7,979,0.01958
