Bin , nEvents , Efficiencies
152.41,262,0.00524
165.05,287,0.00574
178.75,347,0.00694
193.57,426,0.00852
209.63,504,0.01008
227.02,575,0.0115
245.86,613,0.01226
266.25,629,0.01258
288.34,677,0.01354
312.26,824,0.01648
338.16,922,0.01844
366.21,934,0.01868
396.59,1088,0.02176
429.49,1085,0.0217
465.12,1181,0.02362
503.71,1251,0.02502
545.49,1380,0.0276
590.74,1382,0.02764
639.75,1432,0.02864
692.82,1482,0.02964
750.29,1538,0.03076
812.54,1547,0.03094
879.94,1524,0.03048
952.94,1542,0.03084
1032,1476,0.02952
1117.6,1466,0.02932
1210.3,1363,0.02726
1310.7,1300,0.026
1419.4,1182,0.02364
1537.2,1016,0.02032
1664.7,1009,0.02018
1802.8,754,0.01508
1952.4,641,0.01282
2114.3,516,0.01032
2289.7,372,0.00744
2479.7,258,0.00516
