Bin , nEvents , Efficiencies
150,0,0
160,0,0
170,0,0
180,0,0
190,1,2e-05
200,4,8e-05
220,4,8e-05
240,3,6e-05
260,3,6e-05
280,9,0.00018
300,18,0.00036
320,21,0.00042
340,24,0.00048
360,22,0.00044
380,23,0.00046
400,44,0.00088
420,50,0.001
440,55,0.0011
460,58,0.00116
480,80,0.0016
500,64,0.00128
520,79,0.00158
540,86,0.00172
560,84,0.00168
580,71,0.00142
600,131,0.00262
630,130,0.0026
660,130,0.0026
690,152,0.00304
720,146,0.00292
750,146,0.00292
780,189,0.00378
810,171,0.00342
840,218,0.00436
870,202,0.00404
900,319,0.00638
950,352,0.00704
1000,349,0.00698
1050,367,0.00734
1100,381,0.00762
1150,377,0.00754
1200,415,0.0083
1250,524,0.01048
1310,541,0.01082
1370,526,0.01052
1430,562,0.01124
1490,565,0.0113
1550,554,0.01108
1610,682,0.01364
1680,676,0.01352
1750,663,0.01326
1820,696,0.01392
1890,769,0.01538
1970,746,0.01492
2050,712,0.01424
