Bin , nEvents , Efficiencies
150,0,0
160,0,0
170,0,0
180,0,0
190,0,0
200,0,0
220,1,4e-05
240,0,0
260,0,0
280,0,0
300,0,0
320,0,0
340,0,0
360,1,4e-05
380,0,0
400,1,4e-05
420,0,0
440,0,0
460,0,0
480,1,4e-05
500,0,0
520,0,0
540,0,0
560,2,8e-05
580,1,4e-05
600,2,8e-05
630,3,0.00012
660,7,0.00028
690,0,0
720,3,0.00012
750,6,0.00024
780,6,0.00024
810,4,0.00016
840,4,0.00016
870,6,0.00024
900,14,0.00056
950,12,0.00048
1000,25,0.001
1050,25,0.001
1100,30,0.0012
1150,25,0.001
1200,21,0.00084
1250,38,0.00152
1310,41,0.00164
1370,39,0.00156
1430,47,0.00188
1490,42,0.00168
1550,47,0.00188
1610,60,0.0024
1680,59,0.00236
1750,80,0.0032
1820,64,0.00256
1890,93,0.00372
1970,91,0.00364
2050,113,0.00452
