Bin , nEvents , Efficiencies
152.41,1,2e-05
165.05,0,0.0
178.75,2,4e-05
193.57,4,8e-05
209.63,2,4e-05
227.02,4,8e-05
245.86,3,6e-05
266.25,4,8e-05
288.34,13,0.00026
312.26,17,0.00034
338.16,39,0.00078
366.21,43,0.00086
396.59,60,0.0012
429.49,84,0.00168
465.12,118,0.00236
503.71,142,0.00284
545.49,163,0.00326
590.74,235,0.0047
639.75,257,0.00514
692.82,297,0.00594
750.29,367,0.00734
812.54,462,0.00924
879.94,522,0.01044
952.94,650,0.013
1032,747,0.01494
1117.6,897,0.01794
1210.3,1127,0.02254
1310.7,1318,0.02636
1419.4,1552,0.03104
1537.2,1727,0.03454
1664.7,1922,0.03844
1802.8,2145,0.0429
1952.4,2227,0.04454
2114.3,2303,0.04606
2289.7,2250,0.045
2479.7,2144,0.04288
