Bin , nEvents , Efficiencies
152.41,222,0.00444
165.05,261,0.00522
178.75,318,0.00636
193.57,380,0.0076
209.63,402,0.00804
227.02,515,0.0103
245.86,514,0.01028
266.25,636,0.01272
288.34,777,0.01554
312.26,933,0.01866
338.16,1119,0.02238
366.21,1248,0.02496
396.59,1291,0.02582
429.49,1485,0.0297
465.12,1747,0.03494
503.71,1809,0.03618
545.49,1954,0.03908
590.74,2059,0.04118
639.75,2053,0.04106
692.82,2039,0.04078
750.29,2066,0.04132
812.54,1973,0.03946
879.94,1791,0.03582
952.94,1655,0.0331
1032,1362,0.02724
1117.6,1273,0.02546
1210.3,941,0.01882
1310.7,709,0.01418
1419.4,580,0.0116
1537.2,416,0.00832
1664.7,313,0.00626
1802.8,225,0.0045
1952.4,149,0.00298
2114.3,106,0.00212
2289.7,61,0.00122
2479.7,40,0.0008
