Bin , nEvents , Efficiencies
150,144,0.00288
160,132,0.00264
170,120,0.0024
180,160,0.0032
190,144,0.00288
200,330,0.0066
220,309,0.00618
240,305,0.0061
260,404,0.00808
280,391,0.00782
300,362,0.00724
320,363,0.00726
340,384,0.00768
360,390,0.0078
380,364,0.00728
400,360,0.0072
420,399,0.00798
440,367,0.00734
460,376,0.00752
480,385,0.0077
500,384,0.00768
520,381,0.00762
540,371,0.00742
560,351,0.00702
580,364,0.00728
600,543,0.01086
630,519,0.01038
660,476,0.00952
690,493,0.00986
720,450,0.009
750,428,0.00856
780,425,0.0085
810,406,0.00812
840,398,0.00796
870,395,0.0079
900,682,0.01364
950,573,0.01146
1000,553,0.01106
1050,536,0.01072
1100,504,0.01008
1150,484,0.00968
1200,452,0.00904
1250,480,0.0096
1310,460,0.0092
1370,400,0.008
1430,333,0.00666
1490,362,0.00724
1550,361,0.00722
1610,344,0.00688
1680,286,0.00572
1750,282,0.00564
1820,267,0.00534
1890,250,0.005
1970,227,0.00454
2050,217,0.00434
