Bin , nEvents , Efficiencies
150,222,0.00444
160,212,0.00424
170,233,0.00466
180,242,0.00484
190,237,0.00474
200,566,0.01132
220,602,0.01204
240,561,0.01122
260,573,0.01146
280,594,0.01188
300,589,0.01178
320,620,0.0124
340,567,0.01134
360,601,0.01202
380,595,0.0119
400,554,0.01108
420,570,0.0114
440,569,0.01138
460,564,0.01128
480,510,0.0102
500,477,0.00954
520,515,0.0103
540,470,0.0094
560,475,0.0095
580,440,0.0088
600,636,0.01272
630,582,0.01164
660,543,0.01086
690,525,0.0105
720,487,0.00974
750,456,0.00912
780,406,0.00812
810,386,0.00772
840,378,0.00756
870,326,0.00652
900,507,0.01014
950,437,0.00874
1000,352,0.00704
1050,357,0.00714
1100,324,0.00648
1150,266,0.00532
1200,264,0.00528
1250,267,0.00534
1310,184,0.00368
1370,154,0.00308
1430,158,0.00316
1490,128,0.00256
1550,127,0.00254
1610,98,0.00196
1680,93,0.00186
1750,77,0.00154
1820,61,0.00122
1890,56,0.00112
1970,45,0.0009
2050,31,0.00062
