Bin , nEvents , Efficiencies
150,103,0.00206
160,140,0.0028
170,116,0.00232
180,129,0.00258
190,131,0.00262
200,301,0.00602
220,304,0.00608
240,303,0.00606
260,301,0.00602
280,326,0.00652
300,344,0.00688
320,319,0.00638
340,325,0.0065
360,341,0.00682
380,340,0.0068
400,348,0.00696
420,319,0.00638
440,333,0.00666
460,304,0.00608
480,343,0.00686
500,322,0.00644
520,344,0.00688
540,327,0.00654
560,355,0.0071
580,323,0.00646
600,476,0.00952
630,471,0.00942
660,470,0.0094
690,424,0.00848
720,469,0.00938
750,420,0.0084
780,397,0.00794
810,377,0.00754
840,385,0.0077
870,410,0.0082
900,584,0.01168
950,557,0.01114
1000,536,0.01072
1050,538,0.01076
1100,499,0.00998
1150,483,0.00966
1200,459,0.00918
1250,525,0.0105
1310,487,0.00974
1370,408,0.00816
1430,441,0.00882
1490,390,0.0078
1550,342,0.00684
1610,411,0.00822
1680,385,0.0077
1750,341,0.00682
1820,303,0.00606
1890,278,0.00556
1970,311,0.00622
2050,240,0.0048
