Bin , nEvents , Efficiencies
152.41,1,2e-05
165.05,0,0
178.75,1,2e-05
193.57,1,2e-05
209.63,1,2e-05
227.02,1,2e-05
245.86,2,4e-05
266.25,3,6e-05
288.34,7,0.00014
312.26,7,0.00014
338.16,12,0.00024
366.21,14,0.00028
396.59,16,0.00032
429.49,19,0.00038
465.12,27,0.00054
503.71,52,0.00104
545.49,80,0.0016
590.74,104,0.00208
639.75,133,0.00266
692.82,178,0.00356
750.29,222,0.00444
812.54,310,0.0062
879.94,329,0.00658
952.94,419,0.00838
1032,470,0.0094
1117.6,610,0.0122
1210.3,639,0.01278
1310.7,773,0.01546
1419.4,938,0.01876
1537.2,1068,0.02136
1664.7,1246,0.02492
1802.8,1362,0.02724
1952.4,1652,0.03304
2114.3,1853,0.03706
2289.7,2083,0.04166
2479.7,2421,0.04842
