Bin , nEvents , Efficiencies
150,1246,0.02492
160,1110,0.0222
170,973,0.01946
180,904,0.01808
190,725,0.0145
200,1283,0.02566
220,1113,0.02226
240,911,0.01822
260,766,0.01532
280,623,0.01246
300,515,0.0103
320,425,0.0085
340,392,0.00784
360,324,0.00648
380,273,0.00546
400,244,0.00488
420,193,0.00386
440,185,0.0037
460,177,0.00354
480,135,0.0027
500,118,0.00236
520,85,0.0017
540,97,0.00194
560,83,0.00166
580,74,0.00148
600,100,0.002
630,81,0.00162
660,72,0.00144
690,66,0.00132
720,46,0.00092
750,50,0.001
780,40,0.0008
810,32,0.00064
840,32,0.00064
870,25,0.0005
900,25,0.0005
950,25,0.0005
1000,20,0.0004
1050,16,0.00032
1100,11,0.00022
1150,5,0.0001
1200,7,0.00014
1250,5,0.0001
1310,4,8e-05
1370,4,8e-05
1430,5,0.0001
1490,1,2e-05
1550,0,0
1610,8,0.00016
1680,2,4e-05
1750,1,2e-05
1820,0,0
1890,0,0
1970,0,0
2050,1,2e-05
