bin_HH,nEvents,Efficiencies
50,21,0.00042
70,8,0.00016
80,5,0.0001
90,5,0.0001
100,18,0.00036
120,12,0.00024
140,9,0.00018
160,20,0.0004
180,10,0.0002
200,10,0.0002
220,15,0.0003
240,11,0.00022
260,19,0.00038
280,10,0.0002
300,12,0.00024
320,20,0.0004
340,18,0.00036
360,38,0.00076
400,53,0.00106
500,68,0.00136
600,63,0.00126
700,59,0.00118
800,327,0.00654
