bin_HH,nEvents,Efficiencies
50,0,0.0
100,4,8e-05
150,6,0.00012
200,10,0.0002
250,2,4e-05
300,3,6e-05
350,5,0.0001
400,6,0.00012
500,4,8e-05
600,39,0.00078
