bin_HH,nEvents,Efficiencies
50,14,0.00028
70,4,8e-05
80,2,4e-05
90,7,0.00014
100,6,0.00012
120,2,4e-05
140,3,6e-05
160,2,4e-05
180,5,0.0001
200,7,0.00014
220,10,0.0002
240,1,2e-05
260,1,2e-05
280,4,8e-05
300,0,0.0
320,4,8e-05
340,3,6e-05
360,7,0.00014
400,32,0.00064
500,22,0.00044
600,19,0.00038
700,28,0.00056
800,161,0.00322
