Bin , nEvents , Efficiencies
150,325,0.0065
160,282,0.00564
170,458,0.00916
180,290,0.0058
190,314,0.00628
200,474,0.00948
220,565,0.0113
240,604,0.01208
260,607,0.01214
280,457,0.00914
300,626,0.01252
320,462,0.00924
340,428,0.00856
360,526,0.01052
380,526,0.01052
400,364,0.00728
420,382,0.00764
440,460,0.0092
460,554,0.01108
480,410,0.0082
500,372,0.00744
520,428,0.00856
540,400,0.008
560,323,0.00646
580,371,0.00742
600,551,0.01102
630,309,0.00618
660,513,0.01026
690,429,0.00858
720,364,0.00728
750,324,0.00648
780,350,0.007
810,277,0.00554
840,199,0.00398
870,210,0.0042
900,424,0.00848
950,337,0.00674
1000,326,0.00652
1050,347,0.00694
1100,263,0.00526
1150,300,0.006
1200,345,0.0069
1250,253,0.00506
1310,199,0.00398
1370,173,0.00346
1430,204,0.00408
1490,142,0.00284
1550,253,0.00506
1610,96,0.00192
1680,154,0.00308
1750,51,0.00102
1820,93,0.00186
1890,133,0.00266
1970,117,0.00234
2050,69,0.00138
