bin_HH,nEvents,Efficiencies
150,1,2e-05
200,0,0.0
250,0,0.0
300,0,0.0
350,0,0.0
400,0,0.0
450,0,0.0
500,2,4e-05
550,4,8e-05
650,26,0.00052
