Bin , nEvents , Efficiencies
152.41,527,0.01054
165.05,568,0.01136
178.75,692,0.01384
193.57,729,0.01458
209.63,856,0.01712
227.02,900,0.018
245.86,962,0.01924
266.25,960,0.0192
288.34,1065,0.0213
312.26,1106,0.02212
338.16,1138,0.02276
366.21,1178,0.02356
396.59,1197,0.02394
429.49,1300,0.026
465.12,1236,0.02472
503.71,1264,0.02528
545.49,1192,0.02384
590.74,1209,0.02418
639.75,1222,0.02444
692.82,1174,0.02348
750.29,1095,0.0219
812.54,1065,0.0213
879.94,1093,0.02186
952.94,1057,0.02114
1032,931,0.01862
1117.6,797,0.01594
1210.3,737,0.01474
1310.7,646,0.01292
1419.4,561,0.01122
1537.2,514,0.01028
1664.7,452,0.00904
1802.8,386,0.00772
1952.4,319,0.00638
2114.3,258,0.00516
2289.7,192,0.00384
2479.7,154,0.00308
