Bin , nEvents , Efficiencies
150,0,0.0
160,1,2e-05
170,0,0.0
180,0,0.0
190,0,0.0
200,1,2e-05
220,0,0.0
240,0,0.0
260,0,0.0
280,0,0.0
300,0,0.0
320,0,0.0
340,0,0.0
360,0,0.0
380,0,0.0
400,11,0.00022
420,0,0.0
440,0,0.0
460,0,0.0
480,0,0.0
500,8,0.00016
520,0,0.0
540,0,0.0
560,0,0.0
580,0,0.0
600,0,0.0
630,10,0.0002
660,14,0.00028
690,12,0.00024
720,32,0.00064
750,0,0.0
780,0,0.0
810,0,0.0
840,4,8e-05
870,19,0.00038
900,84,0.00168
950,17,0.00034
1000,40,0.0008
1050,37,0.00074
1100,32,0.00064
1150,18,0.00036
1200,12,0.00024
1250,3,6e-05
1310,37,0.00074
1370,112,0.00224
1430,33,0.00066
1490,142,0.00284
1550,0,0.0
1610,145,0.0029
1680,12,0.00024
1750,176,0.00352
1820,148,0.00296
1890,149,0.00298
1970,148,0.00296
2050,191,0.00382
