bin_HH,nEvents,Efficiencies
150,0,0.0
200,1,2e-05
250,1,2e-05
300,0,0.0
350,0,0.0
400,2,4e-05
450,0,0.0
500,6,0.00012
600,10,0.0002
700,14,0.00028
800,13,0.00026
900,23,0.00046
1000,32,0.00064
1150,63,0.00126
