Bin , nEvents , Efficiencies
150,376,0.00752
160,362,0.00724
170,357,0.00714
180,347,0.00694
190,375,0.0075
200,753,0.01506
220,698,0.01396
240,744,0.01488
260,780,0.0156
280,707,0.01414
300,662,0.01324
320,619,0.01238
340,635,0.0127
360,615,0.0123
380,549,0.01098
400,544,0.01088
420,497,0.00994
440,503,0.01006
460,484,0.00968
480,442,0.00884
500,398,0.00796
520,440,0.0088
540,401,0.00802
560,333,0.00666
580,331,0.00662
600,481,0.00962
630,427,0.00854
660,461,0.00922
690,358,0.00716
720,386,0.00772
750,348,0.00696
780,302,0.00604
810,313,0.00626
840,268,0.00536
870,251,0.00502
900,342,0.00684
950,321,0.00642
1000,300,0.006
1050,257,0.00514
1100,230,0.0046
1150,201,0.00402
1200,189,0.00378
1250,176,0.00352
1310,141,0.00282
1370,113,0.00226
1430,102,0.00204
1490,91,0.00182
1550,62,0.00124
1610,78,0.00156
1680,61,0.00122
1750,41,0.00082
1820,26,0.00052
1890,20,0.0004
1970,21,0.00042
2050,10,0.0002
